0,3.1413,0,0
0.00074733,2.6236,0.98327,-0.45265
0.047646,2.1095,0.92245,-0.42814
0.093806,1.6371,0.9047,-0.3721
0.13989,1.2275,0.90598,-0.30944
0.18658,0.88912,0.93045,-0.25244
0.2331,0.62384,0.94636,-0.21071
0.27841,0.42994,0.94005,-0.18605
0.32199,0.29976,0.91557,-0.17274
0.36394,0.21943,0.88306,-0.16378
0.40458,0.17317,0.85009,-0.15489
0.4442,0.14753,0.81989,-0.14471
0.48293,0.13309,0.79273,-0.13347
0.52078,0.12419,0.76766,-0.12189
0.55767,0.11786,0.74354,-0.11062
0.59351,0.11274,0.71953,-0.10004
0.62821,0.10826,0.69513,-0.090323
0.66169,0.10422,0.6701,-0.081504
0.6939,0.10057,0.64437,-0.073547
0.72479,0.097255,0.61795,-0.066387
0.75433,0.094258,0.59087,-0.059953
0.78249,0.091549,0.56319,-0.054179
0.80924,0.089098,0.53495,-0.049002
0.83455,0.086879,0.5062,-0.044367
0.8584,0.084867,0.47699,-0.040222
0.88077,0.083041,0.44735,-0.036524
0.90163,0.08138,0.41733,-0.033232
0.92098,0.079864,0.38695,-0.03031
0.93879,0.078477,0.35625,-0.027728
0.95506,0.077204,0.32524,-0.025457
0.96975,0.076031,0.29396,-0.023473
0.98288,0.074943,0.26242,-0.021754
0.99441,0.073929,0.23063,-0.020284
1.0043,0.072977,0.19862,-0.019047
1.0127,0.072075,0.16639,-0.018029
1.0194,0.071213,0.13395,-0.017223
1.0244,0.07038,0.1013,-0.01662
1.0278,0.069566,0.068459,-0.016216
1.0296,0.068763,0.035419,-0.016008
1.0297,0.067959,0.002181,-0.015997
1.0282,0.067147,-0.031257,-0.016184
1.0249,0.066315,-0.064905,-0.016576
1.02,0.065451,-0.098768,-0.017179
1.0133,0.064546,-0.13286,-0.018005
1.005,0.063589,-0.1672,-0.019066
0.99489,0.062568,-0.20179,-0.020376
0.98306,0.06147,-0.23665,-0.021955
0.96947,0.06028,-0.27179,-0.023826
0.95411,0.05898,-0.30726,-0.026018
0.93695,0.057552,-0.34307,-0.028561
0.91799,0.055977,-0.37927,-0.031487
0.89719,0.054235,-0.41592,-0.034839
0.87454,0.052301,-0.45305,-0.038667
0.85,0.050151,-0.49074,-0.043024
0.82355,0.047755,-0.52904,-0.047972
0.79515,0.04508,-0.56802,-0.053577
0.76476,0.042086,-0.60778,-0.059919
0.73234,0.038731,-0.64844,-0.067088
0.69783,0.034969,-0.69012,-0.075185
0.66119,0.030748,-0.73294,-0.08432
0.62234,0.026012,-0.77707,-0.094618
0.5812,0.020694,-0.82271,-0.10622
0.5377,0.014727,-0.87003,-0.11929
0.49174,0.0080293,-0.91925,-0.13399
0.44409,0.00080026,-0.95286,-0.14461
0.39882,-0.0056643,-0.90536,-0.12934
0.35587,-0.011435,-0.85902,-0.11549
0.31518,-0.016576,-0.81372,-0.1029
0.27671,-0.021146,-0.76942,-0.09143
0.24041,-0.025191,-0.726,-0.080956
0.20624,-0.028756,-0.68335,-0.071359
0.17417,-0.03188,-0.64138,-0.062532
0.14417,-0.034596,-0.6,-0.054375
0.11622,-0.036934,-0.55914,-0.046793
0.090281,-0.038918,-0.51873,-0.039698
0.066347,-0.040569,-0.47868,-0.03301
0.044399,-0.041901,-0.43894,-0.02665
0.024428,-0.042929,-0.39944,-0.020543
0.0064228,-0.043661,-0.36011,-0.014616
-0.0096198,-0.044104,-0.32088,-0.0087964
-0.023703,-0.04426,-0.28169,-0.0030142
-0.035825,-0.044126,-0.24247,0.0028026
-0.045981,-0.043697,-0.20317,0.0087268
-0.054165,-0.042962,-0.1637,0.014833
-0.060364,-0.041908,-0.124,0.0212
-0.064563,-0.040515,-0.08397,0.027911
-0.06674,-0.038763,-0.043537,0.035052
-0.066871,-0.036625,-0.0026121,0.04272
-0.064928,-0.034072,0.038882,0.051015
-0.060877,-0.031065,0.08105,0.060048
-0.054678,-0.027561,0.124,0.069943
-0.046288,-0.023516,0.16783,0.08083
-0.035656,-0.018867,0.21265,0.092858
-0.022848,-0.013594,0.25617,0.10536
-0.012671,-0.0092737,0.2035,0.086416
-0.005078,-0.005866,0.15182,0.068305
-3.2966e-05,-0.003336,0.10086,0.050816
0.0024884,-0.0016573,0.0504,0.03374
0.0024991,-0.00082049,0.00019463,0.01687
-8.3247e-08,-0.00082512,-0.049996,5.4548e-07
-1.7529e-07,3.9366e-06,-7.2906e-06,0.016666
