3,3.1416,0,0
3,3.1416,0,0
3,3.1416,-0.53372,0.17791
2.9666,3.1527,-0.88015,0.29338
2.9116,3.171,-1.2871,0.42675
2.8312,3.1977,-1.7348,0.56992
2.7228,3.2333,-2.2011,0.71364
2.5852,3.2779,-2.6611,0.84758
2.4189,3.3309,-3.0878,0.96071
2.2259,3.391,-3.4544,1.0423
2.01,3.4561,-3.7377,1.0834
1.7764,3.5238,-3.9216,1.0784
1.5313,3.5912,-4,1.0264
1.2813,3.6554,-4,0.93761
1.0313,3.714,-4,0.83717
0.78128,3.7663,-4,0.72647
0.53128,3.8117,-4,0.60694
0.28128,3.8496,-4,0.48001
0.031286,3.8796,-4,0.3471
-0.21871,3.9013,-3.9947,0.20829
-0.46838,3.9143,-3.9347,0.053012
-0.7143,3.9177,-3.8216,-0.11664
-0.95315,3.9104,-3.6546,-0.29953
-1.1816,3.8916,-3.4295,-0.49555
-1.3959,3.8607,-3.1391,-0.70569
-1.5921,3.8166,-2.7732,-0.93209
-1.7654,3.7583,-2.3188,-1.178
-1.9104,3.6847,-1.7612,-1.4479
-2.0204,3.5942,-1.0858,-1.7462
-2.0883,3.485,-0.28335,-2.0762
-2.106,3.3553,0.63888,-2.4344
-2.0661,3.2031,1.6376,-2.8031
-1.9637,3.0279,2.6091,-3.1389
-1.8007,2.8318,3.3901,-3.3744
-1.5888,2.6209,3.8255,-3.4503
-1.3497,2.4052,3.8785,-3.3639
-1.1073,2.195,3.6486,-3.1699
-0.87923,1.9969,3.2744,-2.9312
-0.67458,1.8137,2.8564,-2.6875
-0.49606,1.6457,2.4478,-2.4563
-0.34307,1.4922,2.0719,-2.2432
-0.21358,1.352,1.7363,-2.0482
-0.10506,1.224,1.4417,-1.87
-0.014948,1.1071,1.1858,-1.7068
0.059163,1.0004,0.96487,-1.557
0.11947,0.90309,0.77515,-1.4191
0.16791,0.8144,0.61286,-1.2921
0.20622,0.73364,0.47452,-1.1751
0.23587,0.6602,0.35693,-1.0674
0.25818,0.59349,0.25726,-0.96827
0.27426,0.53297,0.17298,-0.87726
0.28507,0.47814,0.10187,-0.79384
0.29144,0.42853,0.041955,-0.71753
0.29406,0.38368,-0.0084578,-0.64789
0.29353,0.34319,-0.050848,-0.58449
0.29035,0.30666,-0.086482,-0.5269
0.28495,0.27373,-0.11643,-0.47473
0.27767,0.24406,-0.14161,-0.42756
0.26882,0.21733,-0.16276,-0.38501
0.25865,0.19327,-0.1805,-0.34672
0.24737,0.1716,-0.19534,-0.31232
0.23516,0.15208,-0.20768,-0.28147
0.22218,0.13449,-0.21782,-0.25385
0.20856,0.11862,-0.22601,-0.22915
0.19444,0.1043,-0.2324,-0.20708
0.17991,0.091358,-0.23711,-0.18737
0.16509,0.079648,-0.24018,-0.16974
0.15008,0.069039,-0.2416,-0.15395
0.13498,0.059417,-0.24133,-0.13976
0.1199,0.050682,-0.23925,-0.12693
0.10495,0.042749,-0.2352,-0.11523
0.090248,0.035547,-0.22896,-0.10442
0.075938,0.029021,-0.22025,-0.094254
0.062173,0.02313,-0.20872,-0.084483
0.049127,0.01785,-0.19395,-0.074834
0.037006,0.013173,-0.17541,-0.065007
0.026042,0.0091098,-0.15249,-0.054675
0.016512,0.0056925,-0.12445,-0.043467
0.0087338,0.0029759,-0.090408,-0.030957
0.0030833,0.0010411,-0.049333,-0.016657
9.5044e-23,-6.6123e-24,0,1.4901e-08
